1	Investment	The Zulu Principle	120	The Zulu Principle: Making Extraordinary Profits from Ordinary Shares is an investment guide written by English accountant and investor Jim Slater, first published by Orion in 1992. Slater named his approach to investment when he observed that after reading a short article on the Zulu people in the Reader's Digest his wife was better informed on the subject than he himself was. He went on to consider that if his wife read all the books she could find on the subject of Zulus, coupled with a visit to South Africa to meet them for herself, then in a relatively short period of time she could become one of the leading authorities on that "clearly defined and narrow area of knowledge".
2	Investment	Wrap account	63	A wrap account is a means of consolidating and managing an investor's investment portfolio and financial plans. Wrap fee services are offered by many financial institutions. Often wrap services are offered for a fee or a series of charges. These charges cover all administrative and management costs. This type of service is also sometimes known as an investment platform or financial platform service.
3	Investment	World Gold Council	37	The World Gold Council is the market development organisation for the gold industry. It works across all parts of the industry, from gold mining to investment, and their aim is to stimulate and sustain demand for gold.
4	Investment	With-profits policy	55	A with-profits policy (Commonwealth) or participating policy (U.S.) is an insurance contract that participates in the profits of a life insurance company. The company is often a mutual life insurance company, or had been one when it began its with-profits product line. Similar arrangements are found in other countries such as those in continental Europe.
5	Investment	Widow-and-orphan stock	86	In stock markets, a widow-and-orphan stock is one that reliably provides a regular dividend while also yielding a slow but steady rise in market value over the long term. As such, this type of stock has traditionally been an attractive investment for retirees—in some cases actually widows—as well as for professional investors managing trust funds for orphans. The term serves to denote mostly passive small investors in contrast to wealthy individuals and professional investors who tend to play a more active role and seek greater returns.
6	Investment	Wall crossing	97	Wall crossing is a technique used by publicly traded companies to raise capital, typically from institutional investors in two stages. In a wall crossing, a publicly listed company tries to raise capital through large stock sales by having institutional investors pre-arranged to buy substantial blocks of newly issued stock ahead of a public announcement of the offering as part of a confidential offering. In order to participate in what is essentially a private placement, investors typically sign a non-disclosure agreement that allows them to "cross the wall", thus becoming insiders and gaining access to material non-public information.
7	Investment	Vulture investor	96	Unlike an angel investor, a vulture investor buys up assets and financial instruments below cost from distressed entities. This could take the form of securities, debt, held assets, real estate, etc. A vulture investor may purchase the controlling shares of a company in order to liquidate, thereby realizing a higher yield return on investment than the original purchase price. Real estate could be purchased from a borrower who is no longer able to make payments on their loan and needs to sell the property in order to improve their balance sheet or retain their credit rating.
8	Investment	Vulture capitalist	8	Vulture capitalists are investors that acquire distressed assets.
9	Investment	VISTA (economics)	11	VISTA is an acronym for Vietnam, Indonesia, South Africa, Turkey, Argentina.
10	Investment	Value premium	64	In investing, value premium refers to the greater risk-adjusted return of value stocks over growth stocks. Eugene Fama and K. G. French first identified the premium in 1992, using a measure they called HML to measure equity returns based on valuation. Other experts, such as John C. Bogle, have argued that no value premium exists, claiming that Fama and French's research is period dependent.
11	Investment	Value investing	53	Value investing is an investment paradigm that involves buying securities that appear underpriced by some form of fundamental analysis. The various forms of value investing derive from the investment philosophy first taught by Benjamin Graham and David Dodd at Columbia Business School in 1928, and subsequently developed in their 1934 text Security Analysis.
12	Investment	Value averaging	165	Value averaging (VA), also known as dollar value averaging (DVA), is a technique for adding to an investment portfolio that is controversially claimed to provide a greater return than other methods such as dollar cost averaging. With the method, investors add to their portfolios in such a way that the portfolio balance reaches a predetermined monthly or quarterly target, regardless of market fluctuations. For example, an investor may want to have a $3600 investment in 36 months. Using VA, the investor would aim to have a total investment value of $100 at the beginning of the first month, $200 at the beginning of the second month, and so on. Having invested $100 at the beginning of the first month, the investment may be worth $101 at the end of that month. In that case, the investor invests a further $99 to reach the second month objective of $200. If at the end of the first month, the investment is worth $205, the investor withdraws $5.
13	Investment	Unified managed account	112	Unified managed accounts are managed investment accounts that have developed out of separate accounts. Where a separate account holds the securities associated with a single investment manager or style managed for a client, a unified managed account typically holds multiple separate accounts, as well as other investment products such as mutual funds and exchange traded funds. Unified managed accounts also typically automate services such as rebalancing, cashflow management, and other services that are typically handled manually by financial advisors or institutions when using a separate account. A unified managed account removes the need to have more than one account and combines all of the assets into one account with a single registration.
14	Investment	Unicorn bubble	55	A unicorn bubble is a theoretical economic bubble that would occur when unicorn startup companies are overvalued by venture capitalists or investors. This can either occur during the private phase of these unicorn companies, or in an initial public offering. A unicorn company being one which is valued at, or above, $1 billion US dollars.
15	Investment	Undervalued stock	50	An undervalued stock is defined as a stock that is selling at a price significantly below what is assumed to be its intrinsic value. For example, if a stock is selling for $50, but it is worth $100 based on predictable future cash flows, then it is an undervalued stock.
16	Investment	Undertakings for Collective Investment in Transferable Securities Directive 2009	53	The Undertakings for Collective Investment in Transferable Securities Directive (UCITS) 2009/65/EC is a consolidated EU Directive, that allows collective investment schemes to operate freely throughout the EU on the basis of a single authorisation from one member state. EU member states are entitled to have additional regulatory requirements for the benefit of investors.
17	Investment	Undercapitalization	65	Under-capitalization refers to any situation where a business cannot acquire the funds they need. An under-capitalized business may be one that cannot afford current operational expenses due to a lack of capital, which can trigger bankruptcy, may be one that is over-exposed to risk, or may be one that is financially sound but does not have the funds required to expand to meet market demand.
18	Investment	Uncompensated risk	29	In investments, uncompensated risk is the level of additional risk for which no additional returns are generated and when taking systematic withdrawals make the probability of failure unacceptably high.
19	Investment	Turnaround stock	15	A turnaround stock is a share with a high P/E ratio but low price-to-book ratio.
20	Investment	Time-weighted return	50	The time-weighted return (TWR) is a method of calculating investment return. To apply the time-weighted return method, combine the returns over sub-periods, by compounding them together, resulting in the overall period return. The rate of return over each different sub-period is weighted according to the duration of the sub-period.
21	Investment	Trillion dollar club (economics)	32	The Trillion dollar club is an unofficial classification of the world's major economies with a gross domestic product of more than US$1 trillion per year. As of 2017, it included 16 countries.
22	Investment	Traditional investments	33	In finance, the notion of traditional investments refers to putting money into well-known assets with the expectation of capital appreciation, dividends, and interest earnings. Traditional investments are to be contrasted with alternative investments.
23	Investment	Trade in services statistics	63	Trade in services statistics are economic statistics which detail international trade in services. They received a great deal of focus at the advent of services negotiations which took place under the Uruguay Round, which became part of the General Agreement on Trade in Services, one of the four principal pillars of the World Trade Organization (WTO) trade treaty, also called the "WTO Agreement".
24	Investment	Trade idea	119	Trade ideas are investment ideas, typically equity related, which are sent by institutional stockbrokers to their institutional clients. They typically propose a trade in a specific stock and are developed by the individual idea author’s own knowledge of their client’s particular area of investment interest, so will take into account: the client’s investment style, portfolio size and the sector and geographic focus. Recipients of trade ideas can be hedge funds, bank’s proprietary trading desks and money managers. Trade ideas are sent to the client with a recommendation to buy or sell, an investment value and often a timeframe and an indication of level of conviction. The most active consumers of Trade Ideas are funds using quantitative or systematic strategies.
25	Investment	Tontine	77	A tontine is an investment plan for raising capital, devised in the 17th century and relatively widespread in the 18th and 19th centuries. It combines features of a group annuity and a lottery. Each subscriber pays an agreed sum into the fund, and thereafter receives an annuity. As members die, their shares devolve to the other participants, and so the value of each annuity increases. On the death of the last member, the scheme is wound up.
26	Investment	Time to value	97	Time to value (TTV) is similar to return on investment (ROI), but instead of realizing the financial success of an investment, it implies achieving the effectiveness of an investment. This is applied mostly to added technology — data center hardware, network infrastructure, system security, etc. whereby the promised improvement becomes measurable. It can even be argued that in cases such as data security, TTV is more important than ROI since the security may only have financial benefits in banking and commercial industries, but has value — the protection of personal and/or corporate data — in every industry.
27	Investment	Thematic investing	27	Thematic investing is a form of investment which aims to identify macro-level trends, and the underlying investments that stand to benefit from the materialisation of those trends.
28	Investment	The Craftory	41	The Craftory is a global investment house based in London, UK. It was founded in early 2018 as an alternative to Venture Capital. The current fund size is $375 million in permanent capital and the firm only invests in ‘Challenger Brands’.
29	Investment	Term (time)	40	A term is a period of duration, time or occurrence, in relation to an event. To differentiate an interval or duration, common phrases are used to distinguish the observance of length are near-term or short-term, medium-term or mid-term and long-term.
30	Investment	Tear sheet	91	In advertising, a tear sheet is a page cut or torn from a publication to prove to the client that the advertisement was published. Media buying agencies are often required by clients to provide tear sheets along with a post analysis of any advertising campaign. With the emergence of online advertising tear sheets often now appear in the form of a PDF file, known as a "virtual tear sheet", or "electronic tear sheet". Tear sheets are also used by writers and photographers as proof that their article or photo was published.
31	Investment	Taxation of precious metals	40	Precious metals are subject to taxation in most countries, because of their high economic value. In most countries capital gains tax applies when precious metals are sold at a profit. Some countries also apply value added tax to precious metals.
32	Investment	Tangible investment	39	A tangible investment is something physical that you can touch. It is an investment in a tangible, hard or real asset or personal property. This contrasts with financial investments such as stocks, bonds, mutual funds and other financial instruments.
33	Investment	Tail risk parity	78	Tail risk parity is an extension of the risk parity concept that takes into account the behavior of the portfolio components during tail risk events. The goal of the tail risk parity approach is to protect investment portfolios at the times of economic crises and reduce the cost of such protection during normal market conditions. In the tail risk parity framework risk is defined as expected tail loss. The tail risk parity concept is similar to drawdown parity
