1	Legal_terminology	Voting trust	83	A voting trust is an arrangement whereby the shares in a company of one or more shareholders and the voting rights attached thereto are legally transferred to a trustee, usually for a specified period of time. In some voting trusts, the trustee may also be granted additional powers. At the end of the trust period, the shares would ordinarily be re-transferred to the beneficiary(ies), although in practice many voting trusts contain provisions for them to re-vested on the voting trusts with identical terms.
2	Legal_terminology	Voluntary association	40	A voluntary group or union is a group of individuals who enter into an agreement, usually as volunteers, to form a body to accomplish a purpose. Common examples include trade associations, trade unions, learned societies, professional associations, and environmental groups.
3	Legal_terminology	Voidable	35	Voidable, in law, is a transaction or action that is valid but may be annulled by one of the parties to the transaction. Voidable is usually used in distinction to void ab initio and unenforceable.
4	Legal_terminology	Void (law)	94	In law, void means of no legal effect. An action, document, or transaction which is void is of no legal effect whatsoever: an absolute nullity—the law treats it as if it had never existed or happened. The term void ab initio, which means "to be treated as invalid from the outset," comes from adding the Latin phrase ab initio as a qualifier. For example, in many jurisdictions where a person signs a contract under duress, that contract is treated as being void ab initio. The frequent combination "null and void" is a legal doublet.
5	Legal_terminology	Violent disorder	130	Violent disorder is a statutory offence in England and Wales. It is created by section 2(1) of the Public Order Act 1986. Sections 2(1) to (4) of that Act provide:(1) Where 3 or more persons who are present together use or threaten unlawful violence and the conduct of them is such as would cause a person of reasonable firmness present at the scene to fear for their personal safety, each of the persons using or threatening unlawful violence is guilty of violent disorder.(2) It is immaterial whether the 3 or more use or threaten unlawful violence simultaneously.(3) No person of reasonable firmness need actually be, or be likely to be, present at the scene.(4) Violent disorder may be committed in private as well as in public places.
6	Legal_terminology	Verdict	63	In law, a verdict is the formal finding of fact made by a jury on matters or questions submitted to the jury by a judge. In a bench trial, the judge's decision near the end of the trial is simply referred to as a finding. In England and Wales, a coroner's findings used to be called verdicts but are, since 2009, called conclusions.
7	Legal_terminology	Valid claim	28	In Law, a valid claim is a "grievance that can be resolved by legal action." It is a claim that is not frivolous, nor is based on fraud.
8	Legal_terminology	Vacant possession	7	Vacant possession is a property law concept.
9	Legal_terminology	Unfair competition	56	Unfair competition in commercial law is a deceptive business practice that causes economic harm to other businesses or to consumers. It includes a number of areas of law involving acts by one competitor or group of competitors which harm another in the field, and which may give rise to criminal offenses and civil causes of action.
10	Legal_terminology	Turbary	68	Turbary is the ancient right to cut turf, or peat, for fuel on a particular area of bog. The word may also be used to describe the associated piece of bog or peatland and, by extension, the material extracted from the turbary. Turbary rights, which are more fully expressed legally as common of turbary, are often associated with commonage, or, in some cases, rights over another person's land.
11	Legal_terminology	Trust instrument	38	A trust instrument is an instrument in writing executed by a settlor used to constitute a trust. Trust instruments are generally only used in relation to an inter vivos trust; testamentary trusts are usually created under a will.
12	Legal_terminology	Tracing (law)	79	Tracing is a legal process, not a remedy, by which a claimant demonstrates what has happened to his/her property, identifies its proceeds and those persons who have handled or received them, and asks the court to award a proprietary remedy in respect of the property, or an asset substituted for the original property or its proceeds. Tracing allows transmission of legal claims from the original assets to either the proceeds of sale of the assets or new substituted assets.
13	Legal_terminology	Title (property)	123	In property law, a title is a bundle of rights in a piece of property in which a party may own either a legal interest or equitable interest. The rights in the bundle may be separated and held by different parties. It may also refer to a formal document, such as a deed, that serves as evidence of ownership. Conveyance of the document may be required in order to transfer ownership in the property to another person. Title is distinct from possession, a right that often accompanies ownership but is not necessarily sufficient to prove it. In many cases, possession and title may each be transferred independently of the other. For real property, land registration and recording provide public notice of ownership information.
14	Legal_terminology	Theftbote	69	Theftbote, a misdemeanour, occurs when a crime victim accepts the return of stolen property or makes other arrangements with a felon in exchange for an agreement not to prosecute. Such private deals were criminalized by Edward III, King of England, because they reduced fines and other forfeitures of property, which were an important part of the royal revenue. Theftbote was one of the first misdemeanour offences to be enacted.
15	Legal_terminology	Testamentary trust	42	A testamentary trust is a trust which arises upon the death of the testator, and which is specified in his or her will. A will may contain more than one testamentary trust, and may address all or any portion of the estate.
16	Legal_terminology	Test case (law)	82	In case law, a test case is a legal action whose purpose is to set a precedent. Test cases are brought to court as a means to provide a clearer definition to laws with disputed meaning and/or intent. An example of a test case might be a legal entity who files a lawsuit to see if the court considers a certain law or a certain legal precedent applicable in specific circumstances. This is useful, for example, to validate later filing similar lawsuits.
